CKDGNL_00005	group_1080
APIDPD_06260	BbK2-10
APIDPD_06270	group_2529
APIDPD_06295	group_2003
APIDPD_06300	mlp8
APIDPD_06305	Single-stranded DNA-binding protein
APIDPD_06325	group_3096
APIDPD_06330	Bbk2-11
APIDPD_06345	group_2530
APIDPD_06350	group_2005
APIDPD_06355	group_2531
APIDPD_06360	group_299
APIDPD_06365	group_1583
APIDPD_06370	group_271
APIDPD_06385	group_3098
APIDPD_06395	group_1136
APIDPD_06420	group_2532
APIDPD_06425	mlp10
APIDPD_06430	Erf family protein
APIDPD_06440	mlp9
APIDPD_06450	group_2534
APIDPD_06460	group_838
APIDPD_06465	group_959
APIDPD_06470	group_960
APIDPD_06475	group_891
APIDPD_06480	group_739
APIDPD_06510	group_106
APIDPD_06515	group_203
APIDPD_06525	DUF685 domain-containing protein
APIDPD_06530	group_1585
APIDPD_06545	group_1281
APIDPD_06550	group_121
APIDPD_06555	group_819
APIDPD_06560	group_967
APIDPD_06575	group_2007
APIDPD_06580	group_1592
APIDPD_06585	group_210
APIDPD_06590	group_843
APIDPD_06595	mlpH
APIDPD_06600	group_354
APIDPD_06605	group_379
APIDPD_06610	group_671
APIDPD_06620	transposase
APIDPD_06625	group_324
APIDPD_06635	group_415
APIDPD_06640	group_1902
APIDPD_06645	group_894
APIDPD_06650	group_3
APIDPD_06655	group_167
HCLMIK_04365	group_2536
HCLMIK_04630	group_1156
HCLMIK_04635	group_853
HCLMIK_04640	group_870
HCLMIK_04675	group_2494
HCLMIK_04680	group_1576
HCLMIK_04690	group_2542
HCLMIK_04835	group_635
HCLMIK_04840	group_1594
HCLMIK_04980	group_2544
HCLMIK_05005	group_1249
HCLMIK_05100	group_1595
HCLMIK_05260	group_1990
HCLMIK_05265	group_1046
HCLMIK_05270	group_771
HCLMIK_05275	group_2416
HCLMIK_05280	group_2527
HCLMIK_05295	group_604
HCLMIK_05335	group_790
HCLMIK_05410	group_1596
HCLMIK_05495	MvaI/BcnI restriction endonuclease domain-containing protein
HCLMIK_05500	dcm
HCLMIK_05505	group_2547
HCLMIK_05510	group_2548
HCLMIK_05515	group_1597
HCLMIK_05520	group_2549
HCLMIK_05525	group_2550
HCLMIK_05530	group_1529
HCLMIK_05545	yqaJ
HCLMIK_05570	group_1077
HCLMIK_05575	group_1327
HCLMIK_05615	group_809
HCLMIK_05620	group_2500
HCLMIK_05625	group_1981
HCLMIK_05630	tM2
HCLMIK_05635	group_3100
HCLMIK_05640	P52 family lipoprotein
HCLMIK_05655	group_1149
HCLMIK_05660	group_1982
HCLMIK_05665	group_2506
HCLMIK_05670	group_813
HCLMIK_05735	group_4017
HCLMIK_05750	group_433
HCLMIK_05765	group_2012
HCLMIK_05775	group_446
HCLMIK_05780	group_474
HCLMIK_05815	group_1891
HCLMIK_05820	group_1042
HCLMIK_05825	group_700
HCLMIK_05830	group_90
HCLMIK_05835	group_2552
HCLMIK_05845	group_444
HCLMIK_05850	group_4120
HCLMIK_05865	bdrA
HCLMIK_05875	group_570
HCLMIK_05895	group_16
HCLMIK_05900	group_386
HCLMIK_05905	group_52
HCLMIK_05930	group_397
HCLMIK_05955	group_2553
HCLMIK_05960	DNA helicase
HCLMIK_05965	group_1078
HCLMIK_05975	group_258
HCLMIK_05990	group_398
HCLMIK_06020	group_2554
HCLMIK_06060	group_396
HCLMIK_06065	group_135
HCLMIK_06070	group_136
HCLMIK_06080	group_2555
HCLMIK_06090	group_26
HCLMIK_06095	group_3823
HCLMIK_06105	ORF09/2-9 ORF7
HCLMIK_06110	group_103
HCLMIK_06115	group_884
HCLMIK_06125	group_297
HCLMIK_06135	group_266
HCLMIK_06165	group_801
HCLMIK_06170	group_738
HCLMIK_06180	group_172
HCLMIK_06185	group_2556
HCLMIK_06190	group_2557
HCLMIK_06205	group_4126
HCLMIK_06210	group_596
HCLMIK_06215	group_2015
HCLMIK_06280	ORF17/2-9-9 lipoprotein
HCLMIK_06285	group_315
HCLMIK_06300	group_2413
HCLMIK_06320	bdrP
HCLMIK_06335	group_2447
HCLMIK_06340	group_845
HCLMIK_06345	group_282
HCLMIK_06350	group_1601
HCLMIK_06355	group_1328
HCLMIK_06380	group_1231
HCLMIK_06385	group_830
HCLMIK_06405	group_300
HCLMIK_06435	group_592
HCLMIK_06445	group_1312
HCLMIK_06450	group_346
HCLMIK_06455	group_184
HCLMIK_06460	group_148
HCLMIK_06465	group_1329
HCLMIK_06475	group_2448
HCLMIK_06490	group_2561
HCLMIK_06495	group_2016
HCLMIK_06505	group_2562
HCLMIK_06510	group_2017
HCLMIK_06515	group_2563
HCLMIK_06520	group_840
HCLMIK_06525	group_154
HCLMIK_06530	group_737
HCLMIK_06545	group_2018
HCLMIK_06550	group_173
HCLMIK_06555	group_2564
HCLMIK_06560	37 kDa lipoprotein
HCLMIK_06565	group_120
HCLMIK_06570	group_762
HCLMIK_06575	group_2019
HCLMIK_06585	group_1103
HCLMIK_06590	group_336
HCLMIK_06595	group_38
HCLMIK_06600	group_368
DNBOAP_04665	type I restriction endonuclease
DNBOAP_04680	group_1498
DNBOAP_04685	group_2346
DNBOAP_04720	group_3945
DNBOAP_04735	group_922
DNBOAP_04745	group_2325
DNBOAP_04750	group_1476
DNBOAP_04755	group_2322
DNBOAP_04760	group_1852
DNBOAP_04765	group_1847
DNBOAP_04770	group_2316
DNBOAP_04935	group_1111
DNBOAP_04945	group_956
DNBOAP_05060	group_1978
DNBOAP_05065	group_2351
DNBOAP_05070	group_3169
DNBOAP_05075	group_3597
DNBOAP_05080	group_3672
DNBOAP_05085	group_3465
DNBOAP_05090	group_3573
DNBOAP_05095	group_1165
DNBOAP_05100	group_3921
DNBOAP_05105	group_3627
DNBOAP_05110	group_3204
DNBOAP_05360	group_1123
DNBOAP_05435	group_3230
DNBOAP_05455	group_3335
DNBOAP_05535	group_2565
DNBOAP_05605	group_1545
DNBOAP_05610	Putative plasmid partition protein
DNBOAP_05785	group_3102
DNBOAP_05825	group_688
DNBOAP_05830	group_1522
DNBOAP_05835	group_2401
DNBOAP_05870	group_686
DNBOAP_05875	Bdr
DNBOAP_05890	group_479
DNBOAP_05910	group_1049
DNBOAP_05915	group_426
DNBOAP_05965	group_572
DNBOAP_05985	group_1017
DNBOAP_05995	group_221
DNBOAP_06105	group_620
DNBOAP_06110	group_619
DNBOAP_06170	group_373
DNBOAP_06200	group_599
DNBOAP_06205	group_493
DNBOAP_06250	Uncharacterized protein family DUF, BBC12
DNBOAP_06255	group_665
DNBOAP_06260	group_1159
DNBOAP_06295	group_721
DNBOAP_06300	group_238
DNBOAP_06360	group_1467
DNBOAP_06385	group_186
DNBOAP_06395	group_321
DNBOAP_06415	mlpG
DNBOAP_06420	group_516
DNBOAP_06425	group_515
DNBOAP_06430	group_514
DNBOAP_06450	group_75
DNBOAP_06480	group_970
DNBOAP_06530	group_2567
DNBOAP_06535	group_944
DNBOAP_06540	group_945
DNBOAP_06550	group_489
DNBOAP_06555	group_395
DNBOAP_06565	group_846
DNBOAP_06570	group_274
DNBOAP_06580	group_3827
DNBOAP_06595	group_107
DNBOAP_06625	group_291
DNBOAP_06630	group_2568
DNBOAP_06650	group_2569
DNBOAP_06655	group_2021
DNBOAP_06660	group_1068
DNBOAP_06665	group_351
DNBOAP_06680	group_733
DNBOAP_06685	group_900
DNBOAP_06690	group_898
DNBOAP_06695	Putative cytosolic protein
DNBOAP_06705	group_376
DNBOAP_06715	group_284
DNBOAP_06735	Capsid protein F
DNBOAP_06755	group_579
DNBOAP_06765	group_1602
DNBOAP_06775	group_459
DNBOAP_06780	group_2570
DNBOAP_06785	group_2443
DNBOAP_06795	group_920
DNBOAP_06800	group_348
DLCMNL_04665	group_1254
DLCMNL_04950	group_257
DLCMNL_05050	group_2026
DLCMNL_05055	group_788
DLCMNL_05605	group_3227
DLCMNL_05610	group_4014
DLCMNL_05620	group_3228
DLCMNL_05630	cdsC
DLCMNL_05660	group_1959
DLCMNL_05665	group_1939
DLCMNL_05675	group_973
DLCMNL_05810	group_239
DLCMNL_05815	group_527
DLCMNL_05835	group_12
DLCMNL_05870	group_311
DLCMNL_05895	group_146
DLCMNL_05905	group_232
DLCMNL_05920	group_1130
DLCMNL_05950	group_484
DLCMNL_05955	group_834
DLCMNL_05960	group_1229
DLCMNL_05965	group_1230
DLCMNL_06080	group_1145
DLCMNL_06155	group_2571
DLCMNL_06190	group_1137
DLCMNL_06195	group_198
DLCMNL_06225	group_68
DLCMNL_06230	group_2572
DLCMNL_06235	group_1987
DLCMNL_06280	group_272
DLCMNL_06295	group_629
DLCMNL_06300	group_632
DLCMNL_06325	group_740
DLCMNL_06340	group_3712
DLCMNL_06365	group_214
DLCMNL_06370	group_820
DLCMNL_06375	group_2023
DLCMNL_06380	group_582
DLCMNL_06385	group_1033
DLCMNL_06395	group_105
DLCMNL_06400	Minor spike protein H (Modular protein)
DLCMNL_06420	group_2024
DLCMNL_06425	group_1330
DLCMNL_06435	group_844
DLCMNL_06450	group_817
DLCMNL_06455	BBA14 family lipoprotein
DLCMNL_06465	group_416
DLCMNL_06470	major capsid protein
DLCMNL_06485	group_1603
DLCMNL_06490	group_1
DLCMNL_06495	group_364
DLCMNL_06500	group_185
GCGJFL_04670	group_1025
GCGJFL_04675	group_2347
GCGJFL_04680	group_2338
GCGJFL_04685	group_1491
GCGJFL_04695	group_1274
GCGJFL_04700	group_1484
GCGJFL_04715	group_4099
GCGJFL_04720	group_1110
GCGJFL_04725	group_926
GCGJFL_04730	group_2330
GCGJFL_04735	group_2326
GCGJFL_04740	group_1475
GCGJFL_04745	group_2320
GCGJFL_04750	group_1856
GCGJFL_04755	group_1848
GCGJFL_04760	group_2317
GCGJFL_05255	group_92
GCGJFL_05495	group_2027
GCGJFL_05525	group_1908
GCGJFL_05550	group_2031
GCGJFL_05555	group_812
GCGJFL_05560	group_2504
GCGJFL_05565	group_1985
GCGJFL_05570	group_1151
GCGJFL_05630	group_1814
GCGJFL_05635	group_1243
GCGJFL_05685	group_3223
GCGJFL_05745	group_220
GCGJFL_05770	group_1002
GCGJFL_05815	group_441
GCGJFL_05865	Bbk50-like
GCGJFL_05910	group_1831
GCGJFL_05930	group_496
GCGJFL_05945	group_1528
GCGJFL_06015	group_4130
GCGJFL_06080	group_42
GCGJFL_06085	group_53
GCGJFL_06125	group_1206
GCGJFL_06185	group_537
GCGJFL_06245	group_2032
GCGJFL_06275	group_512
GCGJFL_06280	group_510
GCGJFL_06290	group_947
GCGJFL_06330	group_1056
GCGJFL_06365	group_404
GCGJFL_06380	group_906
GCGJFL_06405	group_372
GCGJFL_06410	group_278
GCGJFL_06420	group_168
GCGJFL_06430	group_729
GCGJFL_06445	group_418
GCGJFL_06455	group_113
GCGJFL_06460	group_204
GCGJFL_06465	group_909
GCGJFL_06470	group_975
GCGJFL_06495	group_1020
GCGJFL_06500	group_1057
GCGJFL_06545	group_1333
GCGJFL_06560	group_2575
GCGJFL_06565	group_2034
GCGJFL_06570	group_349
AMNIDF_04670	group_1554
AMNIDF_04680	group_977
AMNIDF_04685	group_1781
AMNIDF_04695	group_644
AMNIDF_04700	group_984
AMNIDF_04710	group_657
AMNIDF_04720	group_3359
AMNIDF_04725	group_3769
AMNIDF_04730	group_3618
AMNIDF_04735	group_1790
AMNIDF_04740	group_3508
AMNIDF_04745	group_1119
AMNIDF_04750	group_2576
AMNIDF_04755	group_1120
AMNIDF_04760	group_1795
AMNIDF_04765	group_1202
AMNIDF_04770	group_2459
AMNIDF_04775	group_1915
AMNIDF_04780	group_2454
AMNIDF_05110	group_631
AMNIDF_05115	group_2483
AMNIDF_05120	group_1319
AMNIDF_05125	group_2479
AMNIDF_05130	group_1966
AMNIDF_05135	group_1963
AMNIDF_05140	group_1566
AMNIDF_05145	group_760
AMNIDF_05150	group_2476
AMNIDF_05155	group_466
AMNIDF_05795	group_13
AMNIDF_05900	group_491
AMNIDF_05975	group_711
AMNIDF_06055	group_3095
AMNIDF_06060	group_482
AMNIDF_06085	group_64
AMNIDF_06090	group_385
AMNIDF_06095	group_325
AMNIDF_06100	group_821
AMNIDF_06195	group_911
AMNIDF_06285	group_500
AMNIDF_06340	group_724
AMNIDF_06375	group_417
AMNIDF_06390	group_961
AMNIDF_06395	group_963
AMNIDF_06410	group_104
AMNIDF_06445	group_2577
AMNIDF_06450	group_2578
AMNIDF_06480	ORF15/rep
AMNIDF_06490	group_2579
AMNIDF_06515	group_322
AMNIDF_06520	group_249
AMNIDF_06525	group_1298
AMNIDF_06535	group_908
AMNIDF_06540	group_2580
AMNIDF_06545	group_2581
AMNIDF_06550	group_27
AMNIDF_06555	group_366
AMNIDF_06560	group_2582
AMNIDF_06565	group_181
JODKDA_02170	group_2583
JODKDA_02175	group_2585
JODKDA_02190	group_2586
JODKDA_02195	group_1337
JODKDA_02200	group_2588
JODKDA_04500	group_2589
JODKDA_04670	group_1155
JODKDA_04675	group_852
JODKDA_04680	group_871
JODKDA_04685	group_1480
JODKDA_04830	orfB
JODKDA_04840	group_226
JODKDA_04845	group_2591
JODKDA_04850	Erp27 protein
JODKDA_04855	site-specific integrase
JODKDA_04860	group_2592
JODKDA_04865	group_2038
JODKDA_04870	Bdr family repetitive protein
JODKDA_04875	group_2594
JODKDA_04880	group_2595
JODKDA_04885	group_4132
JODKDA_04890	group_2596
JODKDA_04895	group_1604
JODKDA_04920	group_2597
JODKDA_04940	group_2598
JODKDA_04945	group_2599
JODKDA_04950	DUF792 domain-containing protein
JODKDA_04955	group_2601
JODKDA_04960	group_2602
JODKDA_04965	group_250
JODKDA_04970	group_2603
JODKDA_04975	DUF787 domain-containing protein
JODKDA_04980	group_2039
JODKDA_04985	group_2604
JODKDA_04990	group_2605
JODKDA_04995	group_2606
JODKDA_05000	group_212
JODKDA_05005	group_2607
JODKDA_05010	group_2040
JODKDA_05015	group_2041
JODKDA_05020	group_2042
JODKDA_05110	Arthropod-specific outer surface protein C
JODKDA_05285	type I site-specific deoxyribonuclease
JODKDA_05365	group_2609
JODKDA_05400	group_1606
JODKDA_05415	group_993
JODKDA_05420	group_2610
JODKDA_05430	group_2611
JODKDA_05480	group_2612
JODKDA_05485	group_2613
JODKDA_05490	group_2614
JODKDA_05495	group_2615
JODKDA_05500	group_2616
JODKDA_05505	Bdr protein
JODKDA_05510	group_2618
JODKDA_05520	group_2619
JODKDA_05525	group_2620
JODKDA_05530	group_2621
JODKDA_05535	group_2622
JODKDA_05540	group_2623
JODKDA_05545	group_2624
JODKDA_05550	group_2625
JODKDA_05570	group_2045
JODKDA_05580	group_2626
JODKDA_05585	group_2628
JODKDA_05590	group_2509
JODKDA_05595	group_2047
JODKDA_05600	Borrelia ORF-A superfamily protein
JODKDA_05610	group_3708
JODKDA_05675	group_2629
JODKDA_05680	group_1607
JODKDA_05685	group_1079
JODKDA_05690	group_1069
JODKDA_05695	group_2630
JODKDA_05700	group_2631
JODKDA_05725	group_691
JODKDA_05730	replicative DNA helicase
JODKDA_05735	group_1341
JODKDA_05740	group_2632
JODKDA_05805	group_966
JODKDA_05810	group_2633
JODKDA_05850	group_731
JODKDA_05865	group_360
JODKDA_05870	group_577
JODKDA_05875	group_913
JODKDA_05880	ospE
JODKDA_05885	group_2634
JODKDA_05890	group_807
JODKDA_05895	group_2635
JODKDA_05930	group_3226
JODKDA_05935	group_4019
JODKDA_05960	group_1054
JODKDA_05970	Integrase
JODKDA_05985	group_2050
JODKDA_05990	group_320
JODKDA_05995	group_2086
JODKDA_06005	group_2636
JODKDA_06010	group_2051
JODKDA_06015	Erp26 protein
JODKDA_06065	group_775
JODKDA_06075	group_319
JODKDA_06085	group_43
JODKDA_06095	group_2052
JODKDA_06100	group_2053
JODKDA_06105	group_44
JODKDA_06110	group_1152
JODKDA_06115	group_2638
JODKDA_06125	group_2054
JODKDA_06145	group_528
JODKDA_06150	group_1053
JODKDA_06155	group_2639
JODKDA_06170	group_2640
JODKDA_06175	group_2641
JODKDA_06185	group_2055
JODKDA_06190	group_5
JODKDA_06200	group_292
JODKDA_06205	group_2642
JODKDA_06235	group_2643
JODKDA_06245	group_2644
JODKDA_06250	group_1509
JODKDA_06255	group_1833
JODKDA_06260	group_2645
JODKDA_06270	group_2646
JODKDA_06280	group_2647
JODKDA_06285	group_2648
JODKDA_06295	group_3828
JODKDA_06300	group_123
JODKDA_06305	group_2649
JODKDA_06310	group_2650
JODKDA_06315	group_2651
JODKDA_06320	group_2652
JODKDA_06335	group_2653
JODKDA_06340	group_2654
JODKDA_06345	group_2655
JODKDA_06350	group_175
JODKDA_06360	group_2656
JODKDA_06370	group_2657
JODKDA_06380	group_2658
JODKDA_06385	group_1214
JODKDA_06395	group_2037
JODKDA_06400	group_1306
JODKDA_06410	group_786
JODKDA_06420	group_343
JODKDA_06425	group_2659
JODKDA_06430	group_389
ANPAAP_02565	group_2660
ANPAAP_02865	yidD
ANPAAP_03130	group_2662
ANPAAP_03935	group_2663
ANPAAP_04460	group_2057
ANPAAP_04650	group_1287
ANPAAP_04660	group_1034
ANPAAP_04675	group_2664
ANPAAP_04685	right-handed parallel beta-helix repeat-containing protein
ANPAAP_04690	group_676
ANPAAP_04710	group_2665
ANPAAP_04715	group_2666
ANPAAP_04720	group_2058
ANPAAP_04825	group_2059
ANPAAP_04840	group_2667
ANPAAP_04845	group_2062
ANPAAP_04875	group_2670
ANPAAP_04880	group_2673
ANPAAP_04900	Type I restriction endonuclease subunit R
ANPAAP_04905	group_1438
ANPAAP_04915	group_1866
ANPAAP_04925	group_2674
ANPAAP_04930	group_2672
ANPAAP_04940	group_4100
ANPAAP_04945	group_1108
ANPAAP_04950	group_925
ANPAAP_04955	group_2331
ANPAAP_04960	group_2063
ANPAAP_04965	group_2668
ANPAAP_04970	group_1474
ANPAAP_04975	group_1853
ANPAAP_04980	group_2060
ANPAAP_05030	group_2066
ANPAAP_05055	group_1221
ANPAAP_05060	Bbk47-like
ANPAAP_05065	group_1212
ANPAAP_05070	group_685
ANPAAP_05075	group_2067
ANPAAP_05085	group_1811
ANPAAP_05090	cdsF
ANPAAP_05095	group_3807
ANPAAP_05140	group_1064
ANPAAP_05145	group_1342
ANPAAP_05185	group_621
ANPAAP_05190	group_1511
ANPAAP_05195	group_1900
ANPAAP_05205	group_1504
ANPAAP_05210	group_1343
ANPAAP_05215	group_1065
ANPAAP_05220	group_753
ANPAAP_05225	group_1297
ANPAAP_05235	group_1605
ANPAAP_05255	group_2676
ANPAAP_05260	group_2677
ANPAAP_05280	group_2678
ANPAAP_05295	group_2679
ANPAAP_05300	group_2680
ANPAAP_05315	group_2681
ANPAAP_05325	group_2682
ANPAAP_05330	group_2068
ANPAAP_05365	group_1600
ANPAAP_05430	Major outer surface protein C
ANPAAP_05555	group_455
ANPAAP_05560	group_454
ANPAAP_05565	group_456
ANPAAP_05570	group_457
ANPAAP_05575	group_1217
ANPAAP_05595	group_2683
ANPAAP_05635	group_2684
ANPAAP_05735	group_783
ANPAAP_05750	group_2070
ANPAAP_05810	group_2685
ANPAAP_05825	group_1555
ANPAAP_05830	group_1949
ANPAAP_05835	group_2686
ANPAAP_05840	group_777
ANPAAP_05855	group_485
ANPAAP_05860	group_440
ANPAAP_05920	membrane protein
ANPAAP_05925	group_2688
ANPAAP_05930	group_2689
ANPAAP_05950	OspE-related lipoprotein
ANPAAP_05960	group_1012
ANPAAP_05975	group_4118
ANPAAP_05990	Peptidoglycan hydrolase CwlO-like protein
ANPAAP_06000	group_2691
ANPAAP_06005	group_2692
ANPAAP_06010	group_2072
ANPAAP_06015	group_2693
ANPAAP_06020	group_199
ANPAAP_06055	group_725
ANPAAP_06070	group_50
ANPAAP_06075	group_142
ANPAAP_06080	group_520
ANPAAP_06085	group_902
ANPAAP_06120	group_2694
ANPAAP_06145	group_4015
ANPAAP_06150	group_309
ANPAAP_06155	group_2695
ANPAAP_06165	group_431
ANPAAP_06170	group_2073
ANPAAP_06185	group_149
ANPAAP_06190	group_310
ANPAAP_06195	group_2696
ANPAAP_06200	group_2697
ANPAAP_06255	Outer surface protein E
ANPAAP_06260	group_1052
ANPAAP_06265	group_1163
ANPAAP_06270	group_534
ANPAAP_06275	group_244
ANPAAP_06280	Erp24 protein
ANPAAP_06290	group_2700
ANPAAP_06300	group_2701
ANPAAP_06310	group_2074
ANPAAP_06360	group_405
ANPAAP_06365	group_2075
ANPAAP_06370	group_2702
ANPAAP_06380	group_1785
ANPAAP_06385	group_458
ANPAAP_06395	group_2703
ANPAAP_06415	group_2704
ANPAAP_06425	group_2076
ANPAAP_06430	group_951
ANPAAP_06440	group_889
ANPAAP_06445	group_2705
ANPAAP_06450	group_2706
ANPAAP_06460	ORF25
ANPAAP_06470	group_818
ANPAAP_06480	group_2077
ANPAAP_06485	group_1613
ANPAAP_06490	group_2707
ANPAAP_06495	group_461
ANPAAP_06505	group_2708
ANPAAP_06525	group_2709
ANPAAP_06530	group_382
KCCBHE_05415	group_2710
KCCBHE_05545	group_2484
KCCBHE_05550	group_1314
KCCBHE_05555	group_2480
KCCBHE_05600	group_758
KCCBHE_05880	group_2711
KCCBHE_05890	group_323
KCCBHE_05895	group_2712
KCCBHE_05980	group_597
KCCBHE_06070	group_161
KCCBHE_06180	group_294
KCCBHE_06190	group_270
KCCBHE_06225	group_2541
KCCBHE_06240	group_684
KCCBHE_06245	group_1210
KCCBHE_06250	group_67
KCCBHE_06335	group_209
KCCBHE_06400	group_2391
KCCBHE_06420	group_710
KCCBHE_06435	group_837
KCCBHE_06450	group_124
KCCBHE_06490	group_1932
KCCBHE_06530	group_750
KCCBHE_06535	group_1968
KCCBHE_06540	group_751
KCCBHE_06545	group_2713
KCCBHE_06550	group_1196
KCCBHE_06555	group_334
KCCBHE_06575	group_2714
KCCBHE_06585	group_140
KCCBHE_06595	group_907
KCCBHE_06610	group_624
KCCBHE_06615	group_2715
KCCBHE_06620	group_1812
AINDPC_00820	group_2716
AINDPC_01940	group_2717
AINDPC_02055	group_2718
AINDPC_03525	group_2719
AINDPC_04230	group_2720
AINDPC_04555	group_2721
AINDPC_04875	group_782
AINDPC_04885	putative antigen P35
AINDPC_04925	group_623
AINDPC_04930	group_1515
AINDPC_04940	group_2388
AINDPC_04950	group_2722
AINDPC_04995	group_675
AINDPC_05065	group_1481
AINDPC_05070	group_1864
AINDPC_05195	group_2723
AINDPC_05245	group_1345
AINDPC_05300	group_2725
AINDPC_05315	group_2726
AINDPC_05320	group_2727
AINDPC_05335	group_2728
AINDPC_05370	group_1614
AINDPC_05390	group_1086
AINDPC_05395	group_1235
AINDPC_05460	group_1027
AINDPC_05465	group_1028
AINDPC_05470	group_793
AINDPC_05490	group_767
AINDPC_05530	group_982
AINDPC_05540	Ornithine carbamoyltransferase
AINDPC_05590	group_1018
AINDPC_05675	group_859
AINDPC_05680	group_860
AINDPC_05695	group_1530
AINDPC_05715	group_703
AINDPC_05720	group_704
AINDPC_05825	DUF5425 domain-containing protein
AINDPC_05830	group_98
AINDPC_05865	group_2730
AINDPC_05955	group_517
AINDPC_05960	group_1009
AINDPC_05980	group_1173
AINDPC_05990	group_532
AINDPC_05995	group_904
AINDPC_06005	group_2731
AINDPC_06040	group_912
AINDPC_06050	group_789
AINDPC_06055	group_609
AINDPC_06065	group_2732
AINDPC_06095	group_288
AINDPC_06105	group_1239
AINDPC_06130	group_2444
AINDPC_06135	group_2206
AINDPC_06160	group_2733
AINDPC_06170	group_2734
AINDPC_06180	group_1058
AINDPC_06210	group_110
AINDPC_06225	group_2735
AINDPC_06230	group_341
AINDPC_06240	group_2736
AINDPC_06255	group_2737
NAHIGD_02720	group_1615
NAHIGD_04185	group_2738
NAHIGD_04190	group_2739
NAHIGD_04735	group_3341
NAHIGD_05085	group_1174
NAHIGD_05440	group_129
NAHIGD_05445	group_2740
NAHIGD_05450	group_130
NAHIGD_05565	group_357
NAHIGD_05570	group_330
NAHIGD_05575	group_331
NAHIGD_05580	group_126
NAHIGD_05590	group_125
NAHIGD_05595	group_823
NAHIGD_05600	group_824
NAHIGD_05605	group_825
NAHIGD_05660	group_1827
NAHIGD_05865	group_224
NAHIGD_05895	DUF1463 domain-containing protein
NAHIGD_05935	group_562
NAHIGD_05980	group_2495
NAHIGD_06000	group_30
NAHIGD_06005	group_4123
NAHIGD_06045	group_145
NAHIGD_06055	group_234
NAHIGD_06105	group_483
NAHIGD_06180	group_422
NAHIGD_06295	group_2741
NAHIGD_06305	group_131
NAHIGD_06315	group_132
NAHIGD_06320	group_273
NAHIGD_06335	group_841
NAHIGD_06345	group_1577
NAHIGD_06415	group_732
NAHIGD_06455	group_666
NAHIGD_06475	group_421
NAHIGD_06480	group_223
NAHIGD_06485	group_170
NAHIGD_06500	group_412
NAHIGD_06545	group_138
NAHIGD_06550	group_101
GMPCOK_00390	group_1402
GMPCOK_04580	class I SAM-dependent DNA methyltransferase
GMPCOK_04585	group_2078
GMPCOK_04595	group_469
GMPCOK_04650	group_2080
GMPCOK_04655	MTA/SAH nucleosidase
GMPCOK_05440	p31
GMPCOK_05530	group_2029
GMPCOK_05600	group_784
GMPCOK_05685	group_2742
GMPCOK_05730	group_307
GMPCOK_05760	group_2743
GMPCOK_05765	group_306
GMPCOK_05850	group_4121
GMPCOK_05855	group_445
GMPCOK_05895	group_1011
GMPCOK_05920	group_359
GMPCOK_05925	group_171
GMPCOK_06005	group_662
GMPCOK_06010	group_556
GMPCOK_06015	DUF244 domain-containing protein
GMPCOK_06035	group_557
GMPCOK_06055	group_276
GMPCOK_06075	group_169
GMPCOK_06125	group_153
GMPCOK_06150	group_289
GMPCOK_06175	group_452
GMPCOK_06185	group_2744
GMPCOK_06190	group_453
GMPCOK_06230	group_449
GMPCOK_06235	group_438
GMPCOK_06250	group_448
GMPCOK_06255	group_447
GMPCOK_06260	group_450
GMPCOK_06265	group_451
GMPCOK_06270	group_2745
GMPCOK_06275	group_2746
GMPCOK_06320	group_229
GMPCOK_06365	p27-L55
GMPCOK_06370	group_190
GMPCOK_06390	group_2747
GMPCOK_06430	CobQ/CobB/MinD/ParA nucleotide binding domain protein
GMPCOK_06465	group_265
GMPCOK_06475	group_370
GMPCOK_06480	group_114
GMPCOK_06485	group_802
EFMOJC_00020	group_46
EFMOJC_00025	group_1617
EFMOJC_00055	group_475
EFMOJC_00070	group_420
EFMOJC_00100	group_2082
EFMOJC_00115	group_1344
EFMOJC_00835	group_2748
EFMOJC_00955	group_472
EFMOJC_00965	group_2417
EFMOJC_00980	group_2749
EFMOJC_01145	group_2750
EFMOJC_01150	group_2751
EFMOJC_01155	group_2752
EFMOJC_01160	group_2753
EFMOJC_01165	group_2754
EFMOJC_01170	group_2755
EFMOJC_01175	group_2756
EFMOJC_01180	group_2757
EFMOJC_01185	group_2758
EFMOJC_01190	virulence associated lipoprotein
EFMOJC_01195	group_2760
EFMOJC_01200	group_2761
EFMOJC_01205	group_2762
EFMOJC_01210	group_2083
EFMOJC_01260	group_1618
EFMOJC_01290	permease
EFMOJC_01315	group_994
EFMOJC_01355	group_260
EFMOJC_01360	group_2764
EFMOJC_01370	group_2765
EFMOJC_01375	group_2766
EFMOJC_01400	group_2084
EFMOJC_01440	group_1320
EFMOJC_01445	group_2767
EFMOJC_01450	group_2768
EFMOJC_01455	group_2769
EFMOJC_01460	group_2770
EFMOJC_01465	group_2771
EFMOJC_01470	group_2772
EFMOJC_01480	group_2773
EFMOJC_01505	group_785
EFMOJC_01590	group_1304
EFMOJC_01610	group_151
EFMOJC_01635	group_2774
EFMOJC_01650	group_4131
EFMOJC_01705	group_164
EFMOJC_01710	group_406
EFMOJC_01720	group_2775
EFMOJC_01725	group_213
EFMOJC_01755	group_2776
EFMOJC_01760	group_2777
EFMOJC_01765	group_430
EFMOJC_01790	group_47
EFMOJC_01795	group_150
